destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000188,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000189,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,"access=moderate; medical=medium; cautions=heat,snow_closure,winter_road_weather",medium,,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,moderate,heat_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000190,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,"access=moderate; medical=medium; cautions=heat,snow_closure,winter_road_weather",medium,,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,moderate,heat_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000191,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,"access=moderate; medical=medium; cautions=heat,snow_closure,winter_road_weather",medium,,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,moderate,heat_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000192,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,15,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,heat,long_road_transfer,permit,snow_closure,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000193,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,15,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,heat,long_road_transfer,permit,snow_closure,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000194,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,15,low,low_medium,low_medium,medium,"access=hard; medical=medium; cautions=border_area,heat,long_road_transfer,permit,snow_closure,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000195,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,5,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,heat,long_road_transfer,permit,snow_closure,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=5 requires medical-access verification before treating as decision-grade
DST2-000196,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,5,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,heat,long_road_transfer,permit,snow_closure,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,high,permit_required;seasonal_closure;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,avoid,none,heat:check;winter_road:avoid,medium,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=5 requires medical-access verification before treating as decision-grade
DST2-000197,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,25,low,low,low,medium,"access=hard; medical=low; cautions=altitude,border_area,heat,infant_food_access,long_road_transfer,mobility_access,permit,snow_closure,winter_road_weather",very_high,long_road_transfer;high_road_difficulty;altitude;remoteness,complex,high,permit_required;seasonal_closure;medical_prep;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,avoid,avoid,heat:check;winter_road:avoid;altitude:avoid,unknown,moderate,hard,altitude_check;border_area_check;heat_check;infant_food_access_check;long_road_transfer_check;mobility_access_check;permit_check;snow_closure_check;winter_road_weather_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=25 requires medical-access verification before treating as decision-grade
DST2-000198,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,5,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,heat,long_road_transfer,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,medium,permit_required;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=5 requires medical-access verification before treating as decision-grade
DST2-000199,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,5,low,low_medium,low_medium,medium,"access=hard; medical=low; cautions=border_area,heat,long_road_transfer,permit",very_high,long_road_transfer;high_road_difficulty;remoteness,complex,medium,permit_required;weather_critical,inner_line_permit_or_equivalent_required_check_current_rules,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,hard,border_area_check;heat_check;long_road_transfer_check;permit_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=5 requires medical-access verification before treating as decision-grade
DST2-000200,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000201,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000202,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,35,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,heat",medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,crowd_check;heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
DST2-000203,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,65,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,heat",low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,crowd_check;heat_check,enriched_unverified,needs_verification,low,
DST2-000204,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000205,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000206,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000207,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000208,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000209,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,65,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,heat",low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,crowd_check;heat_check,enriched_unverified,needs_verification,low,
DST2-000210,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000211,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000212,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,35,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,heat",medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,crowd_check;heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
DST2-000213,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,10,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000214,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,10,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000215,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000216,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000217,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000218,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000219,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000220,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000221,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000222,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,10,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000223,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000224,v1.0,2026-05-18,heuristic_v1,moderate,Central India is within Kolkata secondary catchment,medium,strong,Central India is within Ranchi primary catchment,high,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000225,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000226,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000227,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,multi_leg,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000228,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,multi_leg,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000229,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,10,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,multi_leg,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000230,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000231,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000232,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000233,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,multi_leg,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000234,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,35,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,heat",medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,crowd_check;heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
DST2-000235,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,multi_leg,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000236,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,multi_leg,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000237,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,multi_leg,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000238,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000239,v1.0,2026-05-18,heuristic_v1,weak,West India is outside Kolkata regular catchment,medium,weak,West India is outside Ranchi regular catchment,medium,35,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,heat",medium,multi_leg,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,crowd_check;heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
