destination_master_id,source_layer,source_id,source_file,canonical_name,alias_names,country,macro_region,state_or_area,district_or_area,destination_scale,location_type,vibe_1,vibe_2,vibe_3,trip_style_tags,context_tags,caution_tags,budget_band,family_suitability,access_complexity,best_season_hint,verification_status,promotion_status,planner_use_status,source_confidence,source_notes,normalisation_notes,master_notes
DST2-000181,normalized_candidate,CAND-0047,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tirthan Valley,,India,North India,Himachal Pradesh,Kullu,unknown,valley,nature,hills,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000182,normalized_candidate,CAND-0048,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Spiti Valley,,India,North India,Himachal Pradesh,Lahaul and Spiti,region,mountain_region,mountains,adventure,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000183,normalized_candidate,CAND-0049,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kinnaur,,India,North India,Himachal Pradesh,Kinnaur,region,mountain_region,mountains,culture,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000184,normalized_candidate,CAND-0050,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kasauli,,India,North India,Himachal Pradesh,Solan,town,hill_station,hills,family,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000185,normalized_candidate,CAND-0051,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chail,,India,North India,Himachal Pradesh,Solan,town,hill_station,hills,slow_travel,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000186,normalized_candidate,CAND-0052,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bir Billing,,India,North India,Himachal Pradesh,Kangra,town,hill_town,adventure,hills,wellness,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000187,normalized_candidate,CAND-0053,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Palampur,,India,North India,Himachal Pradesh,Kangra,town,hill_town,tea,hills,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000188,normalized_candidate,CAND-0054,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kangra,,India,North India,Himachal Pradesh,Kangra,region,heritage_region,heritage,hills,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000189,normalized_candidate,CAND-0055,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mandi,,India,North India,Himachal Pradesh,Mandi,town,hill_town,hills,culture,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000190,normalized_candidate,CAND-0056,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Narkanda,,India,North India,Himachal Pradesh,Shimla,town,hill_town,hills,snow,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000191,normalized_candidate,CAND-0057,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,McLeod Ganj,,India,North India,Himachal Pradesh,Kangra,town,hill_town,culture,wellness,hills,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000192,normalized_candidate,CAND-0058,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Patnitop,,India,North India,Jammu and Kashmir,Udhampur,town,hill_station,hills,family,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000193,normalized_candidate,CAND-0059,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sonamarg,,India,North India,Jammu and Kashmir,Ganderbal,town,mountain_town,mountains,snow,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000194,normalized_candidate,CAND-0060,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Pahalgam,,India,North India,Jammu and Kashmir,Anantnag,town,mountain_town,mountains,nature,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000195,normalized_candidate,CAND-0061,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Yusmarg,,India,North India,Jammu and Kashmir,Budgam,region,mountain_region,mountains,slow_travel,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000196,normalized_candidate,CAND-0062,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Doodhpathri,,India,North India,Jammu and Kashmir,Budgam,region,mountain_region,mountains,nature,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000197,normalized_candidate,CAND-0063,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kargil,,India,North India,Ladakh,Kargil,unknown,high_altitude,history,mountains,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000198,normalized_candidate,CAND-0064,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Nubra Valley,,India,North India,Ladakh,Leh,unknown,valley,mountains,desert,adventure,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000199,normalized_candidate,CAND-0065,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Pangong Tso,,India,North India,Ladakh,Leh,region,lake_region,lakes,mountains,landscape,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000200,normalized_candidate,CAND-0066,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Patiala,,India,North India,Punjab,Patiala,city,heritage_city,heritage,food,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000201,normalized_candidate,CAND-0067,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ludhiana,,India,North India,Punjab,Ludhiana,city,city,urban,food,business,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000202,normalized_candidate,CAND-0068,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Anandpur Sahib,,India,North India,Punjab,Rupnagar,town,pilgrim_town,spiritual,history,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000203,normalized_candidate,CAND-0069,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kurukshetra,,India,North India,Haryana,Kurukshetra,city,spiritual_city,spiritual,history,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000204,normalized_candidate,CAND-0070,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sultanpur Bird Sanctuary,,India,North India,Haryana,Gurugram,site,birding_site,wildlife,birding,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000205,normalized_candidate,CAND-0071,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Morni Hills,,India,North India,Haryana,Panchkula,region,hill_region,hills,nature,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000206,normalized_candidate,CAND-0072,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Gurugram,,India,North India,Haryana,Gurugram,city,city,urban,food,business,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000207,normalized_candidate,CAND-0073,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Panchkula,,India,North India,Haryana,Panchkula,city,city,hills,urban,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000208,normalized_candidate,CAND-0074,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Indore,,India,Central India,Madhya Pradesh,Indore,city,city,food,urban,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000209,normalized_candidate,CAND-0075,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ujjain,,India,Central India,Madhya Pradesh,Ujjain,city,spiritual_city,spiritual,pilgrimage,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000210,normalized_candidate,CAND-0076,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Maheshwar,,India,Central India,Madhya Pradesh,Khargone,town,heritage_town,heritage,river,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000211,normalized_candidate,CAND-0077,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mandu,,India,Central India,Madhya Pradesh,Dhar,site,heritage_site,heritage,architecture,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000212,normalized_candidate,CAND-0078,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Omkareshwar,,India,Central India,Madhya Pradesh,Khandwa,town,pilgrim_town,spiritual,river,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000213,normalized_candidate,CAND-0079,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Satpura,,India,Central India,Madhya Pradesh,Narmadapuram,park,tiger_reserve,wildlife,safari,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000214,normalized_candidate,CAND-0080,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Pench,,India,Central India,Madhya Pradesh,Seoni,park,tiger_reserve,wildlife,safari,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000215,normalized_candidate,CAND-0081,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Jabalpur,,India,Central India,Madhya Pradesh,Jabalpur,city,city_gateway,river,heritage,,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:marble->review_landscape_or_geology_tag,initial normalized candidate promotion
DST2-000216,normalized_candidate,CAND-0082,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bhedaghat,,India,Central India,Madhya Pradesh,Jabalpur,town,river_town,river,nature,,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:marble->review_landscape_or_geology_tag,initial normalized candidate promotion
DST2-000217,normalized_candidate,CAND-0083,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Gwalior,,India,Central India,Madhya Pradesh,Gwalior,city,heritage_city,forts,heritage,music,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:fort->forts,initial normalized candidate promotion
DST2-000218,normalized_candidate,CAND-0084,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Shivpuri,,India,Central India,Madhya Pradesh,Shivpuri,region,heritage_region,nature,heritage,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000219,normalized_candidate,CAND-0085,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Raipur,,India,Central India,Chhattisgarh,Raipur,city,city,urban,food,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000220,normalized_candidate,CAND-0086,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Jagdalpur,,India,Central India,Chhattisgarh,Bastar,city,city_gateway,waterfalls,culture,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000221,normalized_candidate,CAND-0087,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chitrakote Falls,,India,Central India,Chhattisgarh,Bastar,site,waterfall_site,waterfalls,nature,river,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000222,normalized_candidate,CAND-0088,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kanger Valley,,India,Central India,Chhattisgarh,Bastar,park,national_park,forest,caves,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000223,normalized_candidate,CAND-0089,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bilaspur,,India,Central India,Chhattisgarh,Bilaspur,city,city,urban,culture,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000224,normalized_candidate,CAND-0090,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mainpat,,India,Central India,Chhattisgarh,Surguja,region,hill_region,hills,slow_travel,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000225,normalized_candidate,CAND-0091,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Alibaug,,India,West India,Maharashtra,Raigad,town,beach_town,beach,family,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000226,normalized_candidate,CAND-0092,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Matheran,,India,West India,Maharashtra,Raigad,town,hill_station,hills,family,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000227,normalized_candidate,CAND-0093,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Igatpuri,,India,West India,Maharashtra,Nashik,region,hill_region,hills,nature,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000228,normalized_candidate,CAND-0094,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bhandardara,,India,West India,Maharashtra,Ahmednagar,region,lake_region,lakes,hills,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000229,normalized_candidate,CAND-0095,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tadoba,,India,West India,Maharashtra,Chandrapur,park,tiger_reserve,wildlife,safari,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000230,normalized_candidate,CAND-0096,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tarkarli,,India,West India,Maharashtra,Sindhudurg,town,beach_town,beach,water,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000231,normalized_candidate,CAND-0097,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ganpatipule,,India,West India,Maharashtra,Ratnagiri,town,beach_town,beach,spiritual,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000232,normalized_candidate,CAND-0098,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ratnagiri,,India,West India,Maharashtra,Ratnagiri,town,coastal_town,coast,food,heritage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000233,normalized_candidate,CAND-0099,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kolhapur,,India,West India,Maharashtra,Kolhapur,city,heritage_city,food,spiritual,heritage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000234,normalized_candidate,CAND-0100,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Shirdi,,India,West India,Maharashtra,Ahmednagar,town,pilgrim_town,spiritual,pilgrimage,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000235,normalized_candidate,CAND-0101,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ajanta Caves,,India,West India,Maharashtra,Aurangabad,site,cave_heritage_site,heritage,caves,buddhist,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000236,normalized_candidate,CAND-0102,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ellora Caves,,India,West India,Maharashtra,Aurangabad,site,cave_heritage_site,heritage,caves,architecture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000237,normalized_candidate,CAND-0103,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Statue of Unity,,India,West India,Gujarat,Narmada,site,heritage_site,architecture,family,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000238,normalized_candidate,CAND-0104,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Saputara,,India,West India,Gujarat,Dang,town,hill_station,hills,family,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000239,normalized_candidate,CAND-0105,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Somnath,,India,West India,Gujarat,Gir Somnath,town,pilgrim_coastal_town,spiritual,coast,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000240,normalized_candidate,CAND-0106,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Porbandar,,India,West India,Gujarat,Porbandar,town,coastal_town,history,coast,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000241,normalized_candidate,CAND-0107,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Vadodara,,India,West India,Gujarat,Vadodara,city,heritage_city,palace,culture,food,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000242,normalized_candidate,CAND-0108,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Champaner-Pavagadh,,India,West India,Gujarat,Panchmahal,site,heritage_site,heritage,architecture,spiritual,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000243,normalized_candidate,CAND-0109,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Surat,,India,West India,Gujarat,Surat,city,city,food,shopping,urban,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000244,normalized_candidate,CAND-0110,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Junagadh,,India,West India,Gujarat,Junagadh,city,heritage_city,history,spiritual,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000245,normalized_candidate,CAND-0111,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Panaji,,India,West India,Goa,North Goa,city,city,coast,food,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000246,normalized_candidate,CAND-0112,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,North Goa Beaches,,India,West India,Goa,North Goa,region,beach_region,beach,nightlife,resort,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000247,normalized_candidate,CAND-0113,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,South Goa Beaches,,India,West India,Goa,South Goa,region,beach_region,beach,resort,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000248,normalized_candidate,CAND-0114,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Old Goa,,India,West India,Goa,North Goa,site,heritage_site,heritage,spiritual,architecture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000249,normalized_candidate,CAND-0115,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Hampi-Badami-Aihole-Pattadakal Circuit,,India,South India,Karnataka,North Karnataka,region,heritage_region,heritage,architecture,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000250,normalized_candidate,CAND-0116,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Badami,,India,South India,Karnataka,Bagalkot,site,cave_heritage_site,heritage,caves,architecture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000251,normalized_candidate,CAND-0117,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Pattadakal,,India,South India,Karnataka,Bagalkot,site,heritage_site,heritage,architecture,temples,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000252,normalized_candidate,CAND-0118,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Aihole,,India,South India,Karnataka,Bagalkot,site,heritage_site,heritage,architecture,temples,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000253,normalized_candidate,CAND-0119,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bandipur,,India,South India,Karnataka,Chamarajanagar,park,tiger_reserve,wildlife,safari,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000254,normalized_candidate,CAND-0120,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Nagarhole,,India,South India,Karnataka,Kodagu/Mysuru,park,national_park,wildlife,safari,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000255,normalized_candidate,CAND-0121,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kabini,,India,South India,Karnataka,Mysuru,park,wildlife_reserve,wildlife,resort,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000256,normalized_candidate,CAND-0122,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sakleshpur,,India,South India,Karnataka,Hassan,region,hill_region,coffee,hills,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000257,normalized_candidate,CAND-0123,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Udupi,,India,South India,Karnataka,Udupi,town,coastal_town,food,spiritual,coast,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000258,normalized_candidate,CAND-0124,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Murudeshwar,,India,South India,Karnataka,Uttara Kannada,town,pilgrim_coastal_town,spiritual,coast,beach,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000259,normalized_candidate,CAND-0125,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dandeli,,India,South India,Karnataka,Uttara Kannada,region,forest_region,adventure,river,forest,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000260,normalized_candidate,CAND-0126,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Belagavi,,India,South India,Karnataka,Belagavi,city,city,food,heritage,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000261,normalized_candidate,CAND-0127,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Warangal,,India,South India,Telangana,Warangal,city,heritage_city,heritage,temples,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000262,normalized_candidate,CAND-0128,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Nagarjuna Sagar,,India,South India,Telangana/Andhra Pradesh,Nalgonda/Guntur,region,lake_region,lakes,history,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000263,normalized_candidate,CAND-0129,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Papikondalu,,India,South India,Andhra Pradesh,Godavari,region,river_region,river,nature,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000264,normalized_candidate,CAND-0130,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Lepakshi,,India,South India,Andhra Pradesh,Sri Sathya Sai,site,heritage_site,temples,architecture,heritage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000265,normalized_candidate,CAND-0131,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tirupati,,India,South India,Andhra Pradesh,Tirupati,city,pilgrim_city,spiritual,pilgrimage,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000266,normalized_candidate,CAND-0132,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Vijayawada,,India,South India,Andhra Pradesh,NTR,city,city,river,food,spiritual,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
